url,bucket,action,target_url,confidence,notes
https://floridahomecosts.com/pool/cost-to-replace-pool-equipment-fort-lauderdale-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (target_tokens={'pool', 'equipment'} ⊄ cand_tokens={'pool'}); city=fort-lauderdale closest=/pool/cost-to-resurface-pool-in-fort-lauderdale-2026/"
https://floridahomecosts.com/exterior/cost-to-install-pool-deck-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'deck', 'pool'} ⊄ cand_tokens={'sod'}); city=miami closest=/exterior/cost-to-install-sod-in-miami-2026/"
https://floridahomecosts.com/hvac/cost-to-replace-ac-unit-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'ac', 'unit'} ⊄ cand_tokens={'system', 'hvac'}); city=orlando closest=/hvac/cost-to-replace-hvac-system-orlando-2026/"
https://floridahomecosts.com/major-systems/cost-to-repair-water-damage-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.74; target_tokens={'damage', 'water'} ⊄ cand_tokens={'well', 'pump'}); city=orlando closest=/major-systems/cost-to-replace-well-pump-in-orlando-2026/"
https://floridahomecosts.com/hvac/cost-to-install-central-air-conditioning-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.74; target_tokens={'central', 'air', 'conditioning'} ⊄ cand_tokens={'split', 'mini'}); city=orlando closest=/hvac/cost-to-install-mini-split-in-orlando-2026/"
https://floridahomecosts.com/plumbing/cost-to-fix-a-leak-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (j=0.00; sim=0.72; target_tokens={'leak'} ⊄ cand_tokens={'house'}); city=orlando closest=/plumbing/cost-to-repipe-house-in-orlando-2026/
https://floridahomecosts.com/hvac/cost-to-install-central-air-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'central', 'air'} ⊄ cand_tokens={'split', 'mini'}); city=orlando closest=/hvac/cost-to-install-mini-split-in-orlando-2026/"
https://floridahomecosts.com/plumbing/cost-to-install-backflow-preventer-in-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'backflow', 'preventer'} ⊄ cand_tokens={'water', 'softener'}); city=florida closest=/plumbing/cost-to-install-water-softener-in-florida-2026/"
https://floridahomecosts.com/plumbing/cost-to-install-water-heater-florida-2026/,TOPIC_MATCH,REDIRECT,https://floridahomecosts.com/plumbing/cost-to-replace-water-heater-in-florida-2026/,MEDIUM,topic_jac=1.00 slug_sim=0.82 city=florida target_topic=water/heater cand_topic=water/heater
https://floridahomecosts.com/hvac/cost-to-heat-pump-installation-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.73; target_tokens={'installation', 'pump'} ⊄ cand_tokens={'split', 'mini'}); city=florida closest=/hvac/cost-to-install-mini-split-in-florida-2026/"
https://floridahomecosts.com/exterior/cost-to-build-fence-miami-2026/,TOPIC_MATCH,REDIRECT,https://floridahomecosts.com/exterior/cost-to-install-fence-in-miami-2026/,MEDIUM,topic_jac=1.00 slug_sim=0.83 city=miami target_topic=fence cand_topic=fence
https://floridahomecosts.com/exterior/cost-to-seal-concrete-driveway-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (target_tokens={'driveway', 'concrete'} ⊄ cand_tokens={'driveway'}); city=florida closest=/exterior/cost-to-pave-driveway-in-florida-2026/"
https://floridahomecosts.com/exterior/cost-to-clean-roof-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (j=0.00; sim=0.71; target_tokens={'roof'} ⊄ cand_tokens={'fence'}); city=orlando closest=/exterior/cost-to-install-fence-in-orlando-2026/
https://floridahomecosts.com/home-maintenance/cost-to-inspect-home-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,category /home-maintenance/ has no topical content
https://floridahomecosts.com/electrical/cost-to-replace-outlets-in-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (j=0.00; target_tokens={'outlets'} ⊄ cand_tokens={'house'}); city=tampa closest=/electrical/cost-to-rewire-house-in-tampa-2026/
https://floridahomecosts.com/exterior/cost-to-install-outdoor-decking-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'outdoor', 'decking'} ⊄ cand_tokens={'sod'}); city=florida closest=/exterior/cost-to-install-sod-in-florida-2026/"
https://floridahomecosts.com/electrical/cost-to-install-outdoor-outlets-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.72; target_tokens={'outdoor', 'outlets'} ⊄ cand_tokens={'whole', 'generator', 'house'}); city=florida closest=/electrical/cost-to-install-whole-house-generator-florida-2026/"
https://floridahomecosts.com/exterior/cost-to-install-pavers-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (j=0.00; target_tokens={'pavers'} ⊄ cand_tokens={'sod'}); city=florida closest=/exterior/cost-to-install-sod-in-florida-2026/
https://floridahomecosts.com/outdoor-living/cost-to-install-outdoor-kitchen-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,HIGH,category /outdoor-living/ has no topical content
https://floridahomecosts.com/electrical/cost-to-replace-outlet-miami-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,no confident topic match (j=0.00; sim=0.78; target_tokens={'outlet'} ⊄ cand_tokens={'house'}); city=miami closest=/electrical/cost-to-rewire-house-in-miami-2026/
https://floridahomecosts.com/plumbing/cost-to-install-whole-house-filter-florida-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.33; sim=0.75; target_tokens={'whole', 'house', 'filter'} ⊄ cand_tokens={'house'}); city=florida closest=/plumbing/cost-to-repipe-house-in-florida-2026/"
https://floridahomecosts.com/plumbing/cost-to-repair-plumbing-leaks-tampa-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; sim=0.76; target_tokens={'plumbing', 'leaks'} ⊄ cand_tokens={'line', 'sewer'}); city=tampa closest=/plumbing/cost-to-repair-sewer-line-in-tampa-2026/"
https://floridahomecosts.com/interior/cost-to-install-hardwood-floors-orlando-2026/,REMOVE,REMOVE_FROM_SITEMAP,,MEDIUM,"no confident topic match (j=0.00; target_tokens={'hardwood', 'floors'} ⊄ cand_tokens={'flooring'}); city=orlando closest=/interior/cost-to-install-tile-flooring-in-orlando-2026/"
